2024-04-26 11:28:39,544 - INFO - collecting all words and their counts
2024-04-26 11:28:39,544 - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
2024-04-26 11:28:39,614 - INFO - PROGRESS: at sentence #10000, processed 769775 words, keeping 23416 word types
2024-04-26 11:28:39,706 - INFO - PROGRESS: at sentence #20000, processed 1927639 words, keeping 37033 word types
2024-04-26 11:28:39,792 - INFO - PROGRESS: at sentence #30000, processed 3085030 words, keeping 47111 word types
2024-04-26 11:28:39,876 - INFO - PROGRESS: at sentence #40000, processed 4244396 words, keeping 55153 word types
2024-04-26 11:28:39,975 - INFO - PROGRESS: at sentence #50000, processed 5408301 words, keeping 62578 word types
2024-04-26 11:28:40,075 - INFO - PROGRESS: at sentence #60000, processed 6573422 words, keeping 69359 word types
2024-04-26 11:28:40,162 - INFO - PROGRESS: at sentence #70000, processed 7743595 words, keeping 75720 word types
2024-04-26 11:28:40,253 - INFO - PROGRESS: at sentence #80000, processed 8916134 words, keeping 81851 word types
2024-04-26 11:28:40,360 - INFO - PROGRESS: at sentence #90000, processed 10079577 words, keeping 87639 word types
2024-04-26 11:28:40,447 - INFO - PROGRESS: at sentence #100000, processed 11242717 words, keeping 92946 word types
2024-04-26 11:28:40,536 - INFO - PROGRESS: at sentence #110000, processed 12405741 words, keeping 98222 word types
2024-04-26 11:28:40,640 - INFO - PROGRESS: at sentence #120000, processed 13595295 words, keeping 103424 word types
2024-04-26 11:28:40,727 - INFO - PROGRESS: at sentence #130000, processed 14754749 words, keeping 108237 word types
2024-04-26 11:28:40,814 - INFO - PROGRESS: at sentence #140000, processed 15924603 words, keeping 112847 word types
2024-04-26 11:28:40,917 - INFO - PROGRESS: at sentence #150000, processed 17079572 words, keeping 117410 word types
2024-04-26 11:28:40,949 - INFO - collected 119089 word types from a corpus of 17530377 raw words and 153841 sentences
2024-04-26 11:28:40,949 - INFO - Creating a fresh vocabulary
2024-04-26 11:28:41,037 - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=3 retains 41078 unique words (34.49% of original 119089, drops 78011)', 'datetime': '2024-04-26T11:28:41.026488', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,037 - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=3 leaves 17439026 word corpus (99.48% of original 17530377, drops 91351)', 'datetime': '2024-04-26T11:28:41.037547', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,137 - INFO - deleting the raw counts dictionary of 119089 items
2024-04-26 11:28:41,137 - INFO - sample=0.001 downsamples 52 most-common words
2024-04-26 11:28:41,137 - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 12271228.653658632 word corpus (70.4%% of prior 17439026)', 'datetime': '2024-04-26T11:28:41.137531', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'prepare_vocab'}
2024-04-26 11:28:41,272 - INFO - estimated required memory for 41078 words and 300 dimensions: 119126200 bytes
2024-04-26 11:28:41,272 - INFO - resetting layer weights
2024-04-26 11:28:41,303 - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-04-26T11:28:41.303930', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'build_vocab'}
2024-04-26 11:28:41,303 - INFO - Word2Vec lifecycle event {'msg': 'training model with 8 workers on 41078 vocabulary and 300 features, using sg=1 hs=0 sample=0.001 negative=5 window=10 shrink_windows=True', 'datetime': '2024-04-26T11:28:41.303930', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'train'}
2024-04-26 11:28:42,324 - INFO - EPOCH 0 - PROGRESS: at 6.22% examples, 500371 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:24:58,155 - INFO - EPOCH 24 - PROGRESS: at 37.78% examples, 2293815 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:24:59,159 - INFO - EPOCH 24 - PROGRESS: at 54.31% examples, 2301285 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:00,163 - INFO - EPOCH 24 - PROGRESS: at 71.59% examples, 2303547 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:01,167 - INFO - EPOCH 24 - PROGRESS: at 87.14% examples, 2301893 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:02,006 - INFO - EPOCH 24: training on 19247743 raw words (13503562 effective words) took 5.8s, 2308533 effective words/s
2024-04-26 12:25:03,008 - INFO - EPOCH 25 - PROGRESS: at 21.15% examples, 2231880 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:04,010 - INFO - EPOCH 25 - PROGRESS: at 37.01% examples, 2249929 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:05,012 - INFO - EPOCH 25 - PROGRESS: at 53.41% examples, 2247822 words/s, in_qsize 14, out_qsize 1
2024-04-26 12:25:06,016 - INFO - EPOCH 25 - PROGRESS: at 70.20% examples, 2250205 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:07,019 - INFO - EPOCH 25 - PROGRESS: at 85.74% examples, 2255320 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:07,976 - INFO - EPOCH 25: training on 19247743 raw words (13501450 effective words) took 6.0s, 2261628 effective words/s
2024-04-26 12:25:08,980 - INFO - EPOCH 26 - PROGRESS: at 21.53% examples, 2285734 words/s, in_qsize 14, out_qsize 1
2024-04-26 12:25:09,984 - INFO - EPOCH 26 - PROGRESS: at 37.95% examples, 2306362 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:10,988 - INFO - EPOCH 26 - PROGRESS: at 54.75% examples, 2316895 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:11,992 - INFO - EPOCH 26 - PROGRESS: at 71.92% examples, 2318835 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:12,995 - INFO - EPOCH 26 - PROGRESS: at 87.90% examples, 2321619 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:13,780 - INFO - EPOCH 26: training on 19247743 raw words (13500125 effective words) took 5.8s, 2326810 effective words/s
2024-04-26 12:25:14,784 - INFO - EPOCH 27 - PROGRESS: at 21.39% examples, 2265399 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:15,788 - INFO - EPOCH 27 - PROGRESS: at 37.40% examples, 2276193 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:16,792 - INFO - EPOCH 27 - PROGRESS: at 53.83% examples, 2275717 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:17,795 - INFO - EPOCH 27 - PROGRESS: at 70.81% examples, 2276249 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:18,800 - INFO - EPOCH 27 - PROGRESS: at 86.37% examples, 2277666 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:19,710 - INFO - EPOCH 27: training on 19247743 raw words (13503055 effective words) took 5.9s, 2281143 effective words/s
2024-04-26 12:25:20,722 - INFO - EPOCH 28 - PROGRESS: at 21.31% examples, 2248115 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:21,719 - INFO - EPOCH 28 - PROGRESS: at 37.40% examples, 2274060 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:22,723 - INFO - EPOCH 28 - PROGRESS: at 54.09% examples, 2287061 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:23,727 - INFO - EPOCH 28 - PROGRESS: at 71.33% examples, 2295177 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:24,715 - INFO - EPOCH 28 - PROGRESS: at 86.88% examples, 2294272 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:25,594 - INFO - EPOCH 28: training on 19247743 raw words (13501361 effective words) took 5.9s, 2297590 effective words/s
2024-04-26 12:25:26,598 - INFO - EPOCH 29 - PROGRESS: at 21.36% examples, 2260725 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:27,587 - INFO - EPOCH 29 - PROGRESS: at 37.40% examples, 2276776 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:28,590 - INFO - EPOCH 29 - PROGRESS: at 53.89% examples, 2280862 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:29,595 - INFO - EPOCH 29 - PROGRESS: at 71.07% examples, 2288059 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:30,599 - INFO - EPOCH 29 - PROGRESS: at 86.61% examples, 2288724 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:31,478 - INFO - EPOCH 29: training on 19247743 raw words (13501888 effective words) took 5.9s, 2292667 effective words/s
2024-04-26 12:25:32,482 - INFO - EPOCH 30 - PROGRESS: at 21.12% examples, 2233870 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:33,486 - INFO - EPOCH 30 - PROGRESS: at 37.04% examples, 2254781 words/s, in_qsize 14, out_qsize 1
2024-04-26 12:25:34,490 - INFO - EPOCH 30 - PROGRESS: at 53.59% examples, 2261496 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:35,494 - INFO - EPOCH 30 - PROGRESS: at 70.44% examples, 2262321 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:36,498 - INFO - EPOCH 30 - PROGRESS: at 85.95% examples, 2267014 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:37,423 - INFO - EPOCH 30: training on 19247743 raw words (13504059 effective words) took 5.9s, 2271392 effective words/s
2024-04-26 12:25:38,443 - INFO - EPOCH 31 - PROGRESS: at 21.45% examples, 2273386 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:39,446 - INFO - EPOCH 31 - PROGRESS: at 37.69% examples, 2282639 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:40,450 - INFO - EPOCH 31 - PROGRESS: at 54.24% examples, 2293253 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:41,454 - INFO - EPOCH 31 - PROGRESS: at 71.46% examples, 2293571 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:42,458 - INFO - EPOCH 31 - PROGRESS: at 87.15% examples, 2296763 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:43,306 - INFO - EPOCH 31: training on 19247743 raw words (13501838 effective words) took 5.9s, 2298854 effective words/s
2024-04-26 12:25:44,326 - INFO - EPOCH 32 - PROGRESS: at 21.51% examples, 2268940 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:45,314 - INFO - EPOCH 32 - PROGRESS: at 37.86% examples, 2302565 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:46,318 - INFO - EPOCH 32 - PROGRESS: at 54.60% examples, 2311146 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:47,323 - INFO - EPOCH 32 - PROGRESS: at 71.85% examples, 2317374 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:48,328 - INFO - EPOCH 32 - PROGRESS: at 87.71% examples, 2319629 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:49,127 - INFO - EPOCH 32: training on 19247743 raw words (13502541 effective words) took 5.8s, 2322939 effective words/s
2024-04-26 12:25:50,131 - INFO - EPOCH 33 - PROGRESS: at 21.36% examples, 2261951 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:51,136 - INFO - EPOCH 33 - PROGRESS: at 37.74% examples, 2286679 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:52,140 - INFO - EPOCH 33 - PROGRESS: at 54.52% examples, 2302505 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:53,144 - INFO - EPOCH 33 - PROGRESS: at 71.81% examples, 2305732 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:54,148 - INFO - EPOCH 33 - PROGRESS: at 87.55% examples, 2310483 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:54,964 - INFO - EPOCH 33: training on 19247743 raw words (13501723 effective words) took 5.8s, 2313837 effective words/s
2024-04-26 12:25:55,968 - INFO - EPOCH 34 - PROGRESS: at 21.21% examples, 2242364 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:56,972 - INFO - EPOCH 34 - PROGRESS: at 37.06% examples, 2258314 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:57,977 - INFO - EPOCH 34 - PROGRESS: at 53.67% examples, 2255734 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:25:58,980 - INFO - EPOCH 34 - PROGRESS: at 70.51% examples, 2260726 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:25:59,984 - INFO - EPOCH 34 - PROGRESS: at 85.94% examples, 2265203 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:00,926 - INFO - EPOCH 34: training on 19247743 raw words (13503069 effective words) took 6.0s, 2267218 effective words/s
2024-04-26 12:26:01,930 - INFO - EPOCH 35 - PROGRESS: at 21.79% examples, 2311110 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:02,935 - INFO - EPOCH 35 - PROGRESS: at 38.28% examples, 2327866 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:03,938 - INFO - EPOCH 35 - PROGRESS: at 55.07% examples, 2328916 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:04,943 - INFO - EPOCH 35 - PROGRESS: at 72.36% examples, 2335649 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:05,947 - INFO - EPOCH 35 - PROGRESS: at 88.49% examples, 2340337 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:06,684 - INFO - EPOCH 35: training on 19247743 raw words (13500040 effective words) took 5.8s, 2343442 effective words/s
2024-04-26 12:26:07,704 - INFO - EPOCH 36 - PROGRESS: at 21.03% examples, 2218811 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:08,692 - INFO - EPOCH 36 - PROGRESS: at 36.89% examples, 2240763 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:09,696 - INFO - EPOCH 36 - PROGRESS: at 53.10% examples, 2235690 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:10,700 - INFO - EPOCH 36 - PROGRESS: at 69.85% examples, 2236407 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:11,704 - INFO - EPOCH 36 - PROGRESS: at 85.22% examples, 2240856 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:12,708 - INFO - EPOCH 36 - PROGRESS: at 99.89% examples, 2242014 words/s, in_qsize 3, out_qsize 1
2024-04-26 12:26:12,708 - INFO - EPOCH 36: training on 19247743 raw words (13502497 effective words) took 6.0s, 2244628 effective words/s
2024-04-26 12:26:13,712 - INFO - EPOCH 37 - PROGRESS: at 21.64% examples, 2296435 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:14,716 - INFO - EPOCH 37 - PROGRESS: at 38.00% examples, 2315426 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:15,720 - INFO - EPOCH 37 - PROGRESS: at 54.75% examples, 2321455 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:16,732 - INFO - EPOCH 37 - PROGRESS: at 72.06% examples, 2326594 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:17,734 - INFO - EPOCH 37 - PROGRESS: at 88.27% examples, 2330259 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:18,497 - INFO - EPOCH 37: training on 19247743 raw words (13502912 effective words) took 5.8s, 2337153 effective words/s
2024-04-26 12:26:19,502 - INFO - EPOCH 38 - PROGRESS: at 21.26% examples, 2246644 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:20,490 - INFO - EPOCH 38 - PROGRESS: at 37.47% examples, 2282271 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:21,494 - INFO - EPOCH 38 - PROGRESS: at 53.92% examples, 2284447 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:22,499 - INFO - EPOCH 38 - PROGRESS: at 71.23% examples, 2292452 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:23,503 - INFO - EPOCH 38 - PROGRESS: at 86.99% examples, 2295579 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:24,366 - INFO - EPOCH 38: training on 19247743 raw words (13502771 effective words) took 5.9s, 2299861 effective words/s
2024-04-26 12:26:25,370 - INFO - EPOCH 39 - PROGRESS: at 20.81% examples, 2193359 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:26,373 - INFO - EPOCH 39 - PROGRESS: at 36.46% examples, 2218761 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:27,378 - INFO - EPOCH 39 - PROGRESS: at 52.86% examples, 2226730 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:28,382 - INFO - EPOCH 39 - PROGRESS: at 69.64% examples, 2233051 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:29,386 - INFO - EPOCH 39 - PROGRESS: at 85.03% examples, 2234239 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:30,390 - INFO - EPOCH 39 - PROGRESS: at 99.68% examples, 2236667 words/s, in_qsize 8, out_qsize 0
2024-04-26 12:26:30,405 - INFO - EPOCH 39: training on 19247743 raw words (13502427 effective words) took 6.0s, 2239378 effective words/s
2024-04-26 12:26:31,409 - INFO - EPOCH 40 - PROGRESS: at 21.36% examples, 2255054 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:32,414 - INFO - EPOCH 40 - PROGRESS: at 37.57% examples, 2281382 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:33,418 - INFO - EPOCH 40 - PROGRESS: at 54.13% examples, 2288638 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:34,422 - INFO - EPOCH 40 - PROGRESS: at 71.21% examples, 2289575 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:35,426 - INFO - EPOCH 40 - PROGRESS: at 86.88% examples, 2292019 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:36,289 - INFO - EPOCH 40: training on 19247743 raw words (13503465 effective words) took 5.9s, 2297067 effective words/s
2024-04-26 12:26:37,293 - INFO - EPOCH 41 - PROGRESS: at 21.51% examples, 2276462 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:38,297 - INFO - EPOCH 41 - PROGRESS: at 37.74% examples, 2293124 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:39,300 - INFO - EPOCH 41 - PROGRESS: at 54.20% examples, 2296169 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:40,304 - INFO - EPOCH 41 - PROGRESS: at 71.59% examples, 2303831 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:41,292 - INFO - EPOCH 41 - PROGRESS: at 87.15% examples, 2302274 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:42,155 - INFO - EPOCH 41: training on 19247743 raw words (13503083 effective words) took 5.9s, 2303781 effective words/s
2024-04-26 12:26:43,159 - INFO - EPOCH 42 - PROGRESS: at 21.07% examples, 2224940 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:44,163 - INFO - EPOCH 42 - PROGRESS: at 37.01% examples, 2247093 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:45,167 - INFO - EPOCH 42 - PROGRESS: at 53.41% examples, 2249057 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:46,171 - INFO - EPOCH 42 - PROGRESS: at 70.25% examples, 2251363 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:47,175 - INFO - EPOCH 42 - PROGRESS: at 85.71% examples, 2253681 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:48,132 - INFO - EPOCH 42: training on 19247743 raw words (13501935 effective words) took 6.0s, 2260279 effective words/s
2024-04-26 12:26:49,136 - INFO - EPOCH 43 - PROGRESS: at 20.96% examples, 2213665 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:50,140 - INFO - EPOCH 43 - PROGRESS: at 36.49% examples, 2219501 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:51,144 - INFO - EPOCH 43 - PROGRESS: at 52.95% examples, 2230002 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:52,148 - INFO - EPOCH 43 - PROGRESS: at 69.59% examples, 2229707 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:53,152 - INFO - EPOCH 43 - PROGRESS: at 85.04% examples, 2231941 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:26:54,156 - INFO - EPOCH 43 - PROGRESS: at 99.85% examples, 2236602 words/s, in_qsize 4, out_qsize 1
2024-04-26 12:26:54,156 - INFO - EPOCH 43: training on 19247743 raw words (13504510 effective words) took 6.0s, 2239424 effective words/s
2024-04-26 12:26:55,175 - INFO - EPOCH 44 - PROGRESS: at 21.42% examples, 2265153 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:56,164 - INFO - EPOCH 44 - PROGRESS: at 37.50% examples, 2279811 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:57,168 - INFO - EPOCH 44 - PROGRESS: at 54.07% examples, 2289857 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:58,172 - INFO - EPOCH 44 - PROGRESS: at 71.42% examples, 2295448 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:26:59,192 - INFO - EPOCH 44 - PROGRESS: at 87.14% examples, 2298773 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:00,023 - INFO - EPOCH 44: training on 19247743 raw words (13501238 effective words) took 5.9s, 2303258 effective words/s
2024-04-26 12:27:01,027 - INFO - EPOCH 45 - PROGRESS: at 20.71% examples, 2176252 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:02,032 - INFO - EPOCH 45 - PROGRESS: at 36.20% examples, 2197006 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:03,036 - INFO - EPOCH 45 - PROGRESS: at 52.37% examples, 2203416 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:04,040 - INFO - EPOCH 45 - PROGRESS: at 68.80% examples, 2209024 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:05,044 - INFO - EPOCH 45 - PROGRESS: at 84.04% examples, 2211011 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:06,048 - INFO - EPOCH 45 - PROGRESS: at 98.50% examples, 2208641 words/s, in_qsize 16, out_qsize 1
2024-04-26 12:27:06,126 - INFO - EPOCH 45: training on 19247743 raw words (13499218 effective words) took 6.1s, 2212341 effective words/s
2024-04-26 12:27:07,147 - INFO - EPOCH 46 - PROGRESS: at 21.83% examples, 2320771 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:08,150 - INFO - EPOCH 46 - PROGRESS: at 38.40% examples, 2340073 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:09,155 - INFO - EPOCH 46 - PROGRESS: at 55.31% examples, 2344528 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:10,159 - INFO - EPOCH 46 - PROGRESS: at 72.67% examples, 2346709 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:11,163 - INFO - EPOCH 46 - PROGRESS: at 88.78% examples, 2346342 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:11,885 - INFO - EPOCH 46: training on 19247743 raw words (13501035 effective words) took 5.7s, 2351340 effective words/s
2024-04-26 12:27:12,889 - INFO - EPOCH 47 - PROGRESS: at 21.09% examples, 2228452 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:13,892 - INFO - EPOCH 47 - PROGRESS: at 36.96% examples, 2247036 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:14,896 - INFO - EPOCH 47 - PROGRESS: at 53.51% examples, 2256135 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:15,900 - INFO - EPOCH 47 - PROGRESS: at 70.44% examples, 2261085 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:16,904 - INFO - EPOCH 47 - PROGRESS: at 85.80% examples, 2260162 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:17,845 - INFO - EPOCH 47: training on 19247743 raw words (13500281 effective words) took 6.0s, 2266550 effective words/s
2024-04-26 12:27:18,849 - INFO - EPOCH 48 - PROGRESS: at 20.59% examples, 2156842 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:19,853 - INFO - EPOCH 48 - PROGRESS: at 36.03% examples, 2180803 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:20,857 - INFO - EPOCH 48 - PROGRESS: at 51.97% examples, 2179373 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:21,861 - INFO - EPOCH 48 - PROGRESS: at 67.96% examples, 2183027 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:22,864 - INFO - EPOCH 48 - PROGRESS: at 82.94% examples, 2184266 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:23,854 - INFO - EPOCH 48 - PROGRESS: at 97.43% examples, 2186337 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:24,010 - INFO - EPOCH 48: training on 19247743 raw words (13498195 effective words) took 6.2s, 2188909 effective words/s
2024-04-26 12:27:25,014 - INFO - EPOCH 49 - PROGRESS: at 20.76% examples, 2182642 words/s, in_qsize 15, out_qsize 1
2024-04-26 12:27:26,018 - INFO - EPOCH 49 - PROGRESS: at 36.24% examples, 2204821 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:27,022 - INFO - EPOCH 49 - PROGRESS: at 52.52% examples, 2210981 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:28,027 - INFO - EPOCH 49 - PROGRESS: at 69.08% examples, 2217428 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:29,030 - INFO - EPOCH 49 - PROGRESS: at 84.53% examples, 2220469 words/s, in_qsize 15, out_qsize 0
2024-04-26 12:27:30,034 - INFO - EPOCH 49 - PROGRESS: at 99.11% examples, 2221037 words/s, in_qsize 16, out_qsize 0
2024-04-26 12:27:30,082 - INFO - EPOCH 49: training on 19247743 raw words (13502291 effective words) took 6.1s, 2224667 effective words/s
2024-04-26 12:27:30,082 - INFO - Word2Vec lifecycle event {'msg': 'training on 962387150 raw words (675100359 effective words) took 294.9s, 2289210 effective words/s', 'datetime': '2024-04-26T12:27:30.082140', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'train'}
2024-04-26 12:27:30,082 - INFO - Word2Vec lifecycle event {'params': 'Word2Vec<vocab=54357, vector_size=300, alpha=0.025>', 'datetime': '2024-04-26T12:27:30.082140', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'created'}
2024-04-26 12:27:30,097 - WARNING - destructive init_sims(replace=True) deprecated & no longer required for space-efficiency
2024-04-26 12:27:30,113 - INFO - Word2Vec lifecycle event {'fname_or_handle': 'B/model/LapTops.w2v_cbow', 'separately': 'None', 'sep_limit': 10485760, 'ignore': frozenset(), 'datetime': '2024-04-26T12:27:30.113419', 'gensim': '4.3.2', 'python': '3.9.19 (main, Mar 21 2024, 17:21:27) [MSC v.1916 64 bit (AMD64)]', 'platform': 'Windows-10-10.0.22631-SP0', 'event': 'saving'}
